,base,tag
52947,krach,subst:sg:gen:m3
52948,sybaryta,subst:sg:inst:m1
52949,Portadown,ign
52950,UVF,ign
52951,protestantka,subst:sg:nom:f
52952,McAfee,ign
52953,Associates,ign
52954,WebScan,ign
52955,morfina,subst:sg:gen:f
52956,droczyć,praet:sg:m1:imperf
52957,posieść,praet:sg:m1:perf
52958,Baszczyk,ign
52959,Gnarowski,ign
52960,Hrvoje,ign
52961,Sarinić,ign
52962,Zvonko,ign
52963,Cervenko,ign
52964,Zagrzeb,subst:sg:nom:m3
52965,akropol,subst:sg:nom:m3
52966,hermetycznie,adv:pos
52967,Drzycimski,subst:sg:nom:m1
52968,Cybula,ign
52969,bioprąd,subst:pl:nom:m3
52970,kleszczowy,adj:sg:nom:n:pos
52971,Orestes,subst:sg:gen:m1
52972,zmumifikować,ger:sg:dat:n:perf:aff
52973,Weia,ign
52974,Wei,ign
52975,Thomson,subst:sg:gen:m1
52976,zakonserwować,ppas:sg:inst:m1:perf:aff
52977,sobiborską,ign
52978,ZUS-owskie,ign
52979,pryncypializm,subst:sg:gen:m3
52980,totalitarno,ign
52981,Tagance,ign
52982,Wasilija,ign
52983,Niemirowicza,ign
52984,Danczenkę,ign
52985,awangardysta,subst:sg:acc:m1
52986,Letowa,ign
52987,Jerofiejew,ign
52988,joga,subst:sg:acc:f
52989,chi,subst:sg:nom:n
52990,relaksująco,adv:pos
52991,wyrośl,subst:sg:gen:f
52992,przekłamanie,subst:sg:gen:n
52993,Apoń,ign
52994,derywat,subst:pl:nom:m3
52995,pospadać,praet:pl:m2:perf
52996,WYŻNIKIEWICZ,ign
52997,Cegiełą,ign
52998,Cegieła,ign
52999,okrzyczeć,fin:pl:ter:perf
53000,FATAH,subst:sg:nom:m3
53001,UNPROFOR,ign
53002,Herve,ign
53003,Gobilliard,ign
53004,kauczuk,subst:sg:nom:m3
53005,Opava,ign
53006,alija,subst:sg:nom:f
53007,Izetbegović,ign
53008,Adriatyk,subst:sg:gen:m3
53009,neuma,subst:pl:gen:f
53010,Tomczyńskich,ign
53011,Familiadzie,ign
53012,IFK,ign
53013,Norkoepping,ign
53014,Ravelli,ign
53015,Bjoerklund,ign
53016,Mikael,ign
53017,Nilsson,ign
53018,Erlingmark,ign
53019,kirgiski,adj:sg:nom:m1:pos
53020,Akajew,ign
53021,Tadżykistan,subst:sg:loc:m3
53022,imam,subst:sg:nom:m1
53023,Rachman,ign
53024,oczopląs,subst:sg:nom:m3
53025,Ablepharon,ign
53026,Macrostomia,ign
53027,Syndrome,ign
53028,konfetti,subst:sg:nom:n
53029,padok,subst:sg:nom:m3
53030,debiutantka,subst:sg:gen:f
53031,sejmokracja,subst:sg:acc:f
53032,Schankerman,ign
53033,panamski,adj:sg:nom:m1:pos
53034,korczewski,adj:sg:nom:m1:pos
53035,sortować,ppas:sg:nom:n:imperf:aff
53036,niewymienny,adj:sg:nom:n:pos
53037,przetopić,ger:sg:nom:n:perf:aff
53038,porucznica,subst:sg:gen:f
53039,Thanta,ign
53040,Warburg,ign
53041,Djurgaarden,ign
53042,Ingemar,ign
53043,Stenmark,ign
53044,podkabulski,adj:sg:nom:m1:pos
53045,Muttaqi,ign
53046,Badghis,ign
53047,Uzbek,subst:pl:inst:m1
53048,Faryab,ign
53049,Massudem,ign
53050,klozet,subst:sg:gen:m3
53051,266,num:pl:nom:m1:rec
53052,881,num:pl:nom:m1:rec
53053,019,num:pl:nom:m1:rec
53054,bielawski,adj:sg:gen:m1:pos
53055,Sadowska,subst:sg:gen:f
53056,niezwykłość,subst:sg:nom:f
53057,Hayek,ign
53058,wysyłka,subst:sg:gen:f
53059,Intaks,ign
53060,Bohatyrowicz,subst:pl:loc:m1
53061,Korczyńska,subst:pl:gen:f
53062,strzałkowski,adj:pl:gen:m1:pos
53063,plafon,subst:sg:gen:m3
53064,COFACE,ign
53065,Charlotte,ign
53066,karzełkowaty,adj:sg:nom:m1:pos
53067,Hornets,ign
53068,Tyrone,ign
53069,Bogues,ign
53070,wydźwignąć,inf:perf
53071,służebny,adj:sg:acc:f:pos
53072,przeformułować,praet:sg:m1:perf
53073,służalczy,adj:sg:acc:f:pos
53074,WNBA,ign
53075,chwytliwy,adj:pl:gen:m1:pos
53076,Woman's,ign
53077,basketball,subst:sg:nom:m3
53078,ponadroczny,adj:sg:gen:f:pos
53079,Godot,subst:sg:gen:m1
53080,Swarzędz,subst:sg:nom:m3
53081,polifarba,subst:pl:gen:f
53082,Perry,ign
53083,Wimbledon,subst:sg:nom:m3
53084,Melbourne,subst:sg:nom:n
53085,Frederick,ign
53086,dogrywka,subst:pl:gen:f
53087,propan,subst:sg:nom:m3
53088,Gemza,ign
53089,Hryniewicz,subst:sg:gen:m1
53090,waran,subst:pl:nom:m2
53091,chrupiący,adj:sg:nom:n:pos
53092,Vojislav,ign
53093,Szeszelj,ign
53094,dowcipkować,fin:sg:ter:imperf
53095,Gręziak,ign
53096,niepłodność,subst:sg:gen:f
53097,symulować,fin:sg:ter:imperf
53098,niewybaczalny,adj:sg:nom:m1:pos
53099,Kapkowski,ign
53100,pożyczkowy,adj:sg:gen:f:pos
53101,kserograficzny,adj:sg:nom:n:pos
53102,1410,num:pl:nom:m1:rec
53103,820,num:pl:nom:m1:rec
53104,Szkodrze,ign
53105,Kosowianin,subst:pl:nom:m1
53106,pszczelarstwo,subst:sg:gen:n
53107,orientalistyka,subst:sg:gen:f
53108,karaimski,adj:sg:nom:n:pos
53109,hazzana,ign
53110,Firkowicza,ign
53111,Strobe,ign
53112,Talbott,ign
53113,Pieczyński,ign
53114,neospasminę,ign
53115,Retkinia,ign
53116,Brentano,ign
53117,pustynny,adj:sg:nom:m1:pos
53118,Mądzika,ign
53119,Ines,ign
53120,bawarka,subst:sg:gen:f
53121,laburzysta,subst:pl:nom:m1
53122,galareta,subst:sg:gen:f
53123,Rudwina,ign
53124,grzesznik,subst:pl:gen:m1
53125,Mikołajska,subst:sg:nom:f
53126,Olszewska,subst:pl:dat:f
53127,charakterny,adj:sg:nom:m1:pos
53128,Neurowirusologii,ign
53129,Jefferson,subst:sg:gen:m1
53130,ursuski,adj:sg:nom:f:pos
53131,AGCO,ign
53132,refolucji,ign
53133,Timothy'ego,ign
53134,Gartona,ign
53135,Asha,ign
53136,ancien,ign
53137,regime,subst:sg:nom:m3
53138,pensum,subst:sg:nom:n
53139,konwulsja,subst:sg:gen:f
53140,Dominic,ign
53141,Dragan,subst:sg:gen:m1
53142,Osoboje,ign
53143,Sowieszczanie,ign
53144,zasądzać,praet:sg:m1:imperf
53145,SN,ign
53146,DCS,ign
53147,Sorman,ign
53148,figaro,subst:sg:nom:m1
53149,Guenter,subst:sg:nom:m1
53150,skomercjalizować,ppas:sg:nom:n:perf:aff
53151,kilkuprocentowy,adj:sg:nom:f:pos
53152,etatyzm,subst:sg:nom:m3
53153,Syoum,ign
53154,chochla,subst:sg:nom:f
53155,Wigurski,ign
53156,bezwydziałowy,adj:sg:gen:f:pos
53157,SGH,subst:sg:nom:f
53158,projektancki,adj:pl:gen:m1:pos
53159,Wileńszczyzna,subst:sg:nom:f
53160,Nowogrodczyzna,ign
53161,Łemkowszczyzna,subst:sg:nom:f
53162,Noah,ign
53163,Ngeny,ign
53164,Komen,ign
53165,Venuste,ign
53166,Niyongabo,ign
53167,Algierczyk,subst:sg:nom:m1
53168,Noureddine,ign
53169,Morceli,ign
53170,nieudanie,adv:pos
53171,sześciokrotny,adj:sg:nom:m1:pos
53172,Tarasow,ign
53173,ZDF,ign
53174,Becker,ign
53175,Jóźwik,ign
53176,płótki,ign
53177,dysydencki,adj:sg:gen:f:pos
53178,Haia,ign
53179,Reference,ign
53180,Thieme,ign
53181,Siwicki,ign
53182,Heinekena,ign
53183,Grolscha,ign
53184,interbrew,subst:sg:nom:f
53185,Karlsberg,ign
53186,nieodwracalność,subst:sg:gen:f
53187,absolutyzować,fin:sg:ter:imperf
53188,kompozytorski,adj:sg:inst:m1:pos
53189,Brothers,ign
53190,Draculę,ign
53191,Roslea,ign
53192,rozejm,subst:sg:nom:m3
53193,Falls,ign
53194,Road,ign
53195,Denis,ign
53196,publicity,subst:sg:nom:f
53197,Władywostok,subst:sg:gen:m3
53198,Mandela,subst:sg:inst:m1
53199,Bayerische,ign
53200,HypoVereinsbank,ign
53201,BHV,ign
53202,Stephan,ign
53203,Schuller,ign
53204,Polster,ign
53205,Koeln,ign
53206,samospełniać,pact:sg:gen:f:imperf:aff
53207,Sunderland,ign
53208,rejentura,subst:sg:acc:f
53209,Dayton,ign
53210,IFOR,subst:sg:nom:m3
53211,Mostaru,ign
53212,kiksować,praet:sg:m1:imperf
53213,kóry,ign
53214,Wełtawa,subst:sg:inst:f
53215,Kokowska,ign
53216,Colleen,ign
53217,Reuck,ign
53218,Renders,ign
53219,Katalańce,ign
53220,kastylski,adj:sg:nom:m1:pos
53221,Quevedo,ign
53222,przetasowanie,subst:pl:gen:n
53223,URM,subst:sg:inst:m3
53224,drawsko,adv:pos
53225,wypełzać,pact:sg:gen:m1:imperf:aff
53226,cenzor,subst:sg:gen:m1
53227,wypaczenie,subst:pl:gen:n
53228,starszeństwo,subst:sg:gen:n
53229,episkopalny,adj:pl:gen:m1:pos
53230,Gróby,ign
53231,sekundantka,ign
53232,330,num:pl:nom:m1:rec
53233,discopolowy,adj:sg:inst:m1:pos
53234,Bayer,ign
53235,opiekacz,subst:sg:gen:m3
53236,neutralizować,praet:sg:n:imperf
53237,poszeptywać,fin:sg:ter:imperf
53238,tic,ign
53239,bojowo,adv:pos
53240,Irene,ign
53241,zaopatrzeć,impt:sg:sec:perf
53242,owadobójczy,adj:sg:nom:n:pos
53243,airbus,subst:sg:gen:m2
53244,Abdourahamane,ign
53245,Hama,ign
53246,wykradać,inf:imperf
53247,chlanie,subst:sg:nom:n
53248,popalać,fin:pl:ter:imperf
53249,czeczinskije,ign
53250,bojewiki,ign
53251,latkowie,ign
53252,Bakińską,ign
53253,szechidlar,ign
53254,Hamid,ign
53255,Polstera,ign
53256,kolończyków,ign
53257,Witeczek,ign
53258,Juergenowi,ign
53259,Trapattoni,ign
53260,Klinsi,ign
53261,Vogtsa,ign
53262,kantorowy,adj:sg:gen:m1:pos
53263,Economist,ign
53264,opacki,adj:sg:nom:f:pos
53265,Freeman,ign
53266,Curtisa,ign
53267,Moore'a,ign
53268,zniechęcony,adj:sg:nom:m1:pos
53269,Gudermes,ign
53270,bessa,subst:pl:gen:f
53271,FPK,ign
53272,1080,num:pl:nom:m1:rec
53273,centrowy,adj:sg:nom:m1:pos
53274,Hue,ign
53275,stalinista,subst:pl:nom:m1
53276,Défense,ign
53277,Paribas,ign
53278,windować,fin:sg:ter:imperf
53279,234,num:pl:nom:m1:rec
53280,191,num:pl:nom:m1:rec
53281,antyradar,subst:sg:nom:m3
53282,Sven,ign
53283,Smedjergaarden,ign
53284,rysa,subst:sg:acc:f
53285,nadstawa,subst:pl:gen:f
53286,Carl,subst:sg:gen:m1
53287,Bildta,ign
53288,Tuzli,ign
53289,przedwrześniowy,adj:sg:gen:f:pos
53290,Perry'emu,ign
53291,wojskowo,adv:pos
53292,osłoda,subst:sg:inst:f
53293,nominał,subst:pl:loc:m3
53294,Świebodzinie,ign
53295,Szwonder,ign
53296,Szwonderowi,ign
53297,mięsozaurus,ign
53298,pięcio,ign
53299,ośmiolatek,subst:sg:gen:m1
53300,notowanie,subst:sg:inst:n
53301,biegacz,subst:sg:nom:m1
53302,Kipchoge,ign
53303,Keino,ign
53304,Usman,ign
53305,Imajew,ign
53306,Achmad,ign
53307,Hrsan,ign
53308,Krawczuk,subst:sg:nom:m1
53309,pluszcz,subst:sg:gen:m2
53310,Rozbórz,ign
53311,kalnikowski,ign
53312,Aldwych,ign
53313,Tengiz,ign
53314,Sigua,ign
53315,Mchedrioni,ign
53316,Dżaba,ign
53317,Joseljani,ign
53318,Gamsahurdię,ign
53319,zazdrośnie,adv:pos
53320,Abakanowicz,subst:sg:nom:m1
53321,tygodniówka,subst:sg:acc:f
53322,wykańczalnia,subst:sg:gen:f
53323,niemłody,subst:sg:nom:m1
53324,Kołokoła,ign
53325,Iwanowicza,ign
53326,zanucić,inf:perf
53327,PSG,ign
53328,Denisot,ign
53329,Perpignon,ign
53330,Pireneje,subst:pl:nom:n
53331,Algeciras,ign
53332,MacFarley,ign
53333,Jarnuszkiewicza,ign
53334,Budda,subst:sg:gen:m1
53335,lichwa,subst:sg:acc:f
53336,Merkulenko,ign
53337,Schubert,subst:sg:gen:m1
53338,Dorfman,ign
53339,Pszoniakiem,ign
53340,błyskotliwość,subst:sg:nom:f
53341,snopowiązałka,subst:pl:gen:f
53342,Bardot,subst:sg:nom:m1
53343,pognić,praet:pl:m2:perf
53344,robaczywy,adj:sg:nom:n:pos
53345,BB,ign
53346,nadgryzać,praet:sg:m1:imperf
53347,ulęgałka,subst:sg:gen:f
53348,Głódzia,ign
53349,Aida,subst:sg:nom:f
53350,Dyki,ign
53351,KLD,subst:sg:nom:m3
53352,PPG,ign
53353,Hortmanowicz,subst:sg:gen:m1
53354,GŻ,ign
53355,Niewiarowski,subst:sg:gen:m1
53356,Pilarczyk,ign
53357,mleczność,subst:sg:gen:f
53358,Gwiżdża,ign
53359,dewaluować,fin:sg:ter:imperf
53360,ucywilizować,inf:perf
53361,Arkturem,ign
53362,czworokąt,subst:sg:nom:m3
53363,Stasińskim,ign
53364,Małachowski,subst:sg:nom:m1
53365,Wierchowicza,ign
53366,reintegracyjny,adj:sg:nom:n:pos
53367,Rachmona,ign
53368,Nabijewa,ign
53369,środkowoazjatycki,adj:pl:gen:m1:pos
53370,geologicznie,adv:pos
53371,Scruton,ign
53372,Władimirowicza,ign
53373,niekomunista,subst:pl:nom:m1
53374,Rynia,subst:sg:gen:f
53375,Peploe,ign
53376,Foxem,ign
53377,Fanny,ign
53378,Ardant,ign
53379,Salinger,subst:sg:gen:m1
53380,jumbo,ign
53381,jeta,ign
53382,Zarębski,subst:sg:nom:m1
53383,FDP,subst:sg:nom:f
53384,concordy,ign
53385,Mażarow,ign
53386,Iwankowa,ign
53387,alias,conj
53388,pomnażać,ger:sg:gen:n:imperf:aff
53389,redystrybucja,subst:sg:acc:f
53390,kob,subst:sg:gen:m2
53391,kartkować,fin:sg:pri:imperf
53392,Trocki,subst:sg:nom:m1
53393,wyrobnik,subst:sg:inst:m1
53394,zgorzknieć,praet:sg:m1:perf
53395,PepsiCo,ign
53396,popijała,subst:sg:gen:m1
53397,butny,adj:sg:gen:m1:pos
53398,Wehrwolfu,ign
53399,Szaynok,ign
53400,Peep,ign
53401,wrzut,subst:pl:gen:m3
53402,Sepp,ign
53403,Blatter,ign
53404,het,adv:pos
53405,Nieuwsblad,ign
53406,Kraspolu,ign
53407,szlifierka,subst:sg:gen:f
53408,krasnoludkowemu,ign
53409,naderwać,ppas:sg:inst:m1:perf:aff
53410,pokąsać,praet:sg:m1:perf
53411,lubinianie,ign
53412,pasywnie,adv:pos
53413,Tetteh,ign
53414,Brodacka,ign
53415,nadspodziewanie,adv:pos
53416,stonka,subst:sg:gen:f
53417,czapkowy,adj:sg:nom:f:pos
53418,zaścielić,praet:sg:f:perf
53419,999,num:pl:nom:m1:rec
53420,etatowo,adv:pos
53421,Haszkowy,ign
53422,Goluch,subst:sg:gen:m1
53423,9569,num:pl:nom:m1:rec
53424,4537,num:pl:nom:m1:rec
53425,9309,num:pl:nom:m1:rec
53426,budapeszteński,adj:sg:nom:f:pos
53427,Kępczyński,subst:sg:nom:m1
53428,superprodukcja,subst:sg:acc:f
53429,technikolor,subst:sg:loc:m3
53430,Seyferied,ign
53431,krwiodawca,subst:sg:nom:m1
53432,kawaleryjski,adj:sg:gen:f:pos
53433,konno,adv:pos
53434,rotmistrz,subst:sg:nom:m1
53435,Maksymow,ign
53436,Sparta,subst:sg:nom:f
53437,Ursyn,subst:pl:nom:m1
53438,Hoff,ign
53439,DERRICK,ign
53440,COLEMAN,ign
53441,Nets,ign
53442,Chenga,ign
53443,Cheng,ign
53444,nieczysto,adv:pos
53445,odpępniłam,ign
53446,zaimponować,praet:sg:f:perf
53447,pomidorowy,adj:sg:gen:m1:pos
53448,all'amatricane,ign
53449,bucatini,ign
53450,uprzedmiotowiać,ger:sg:nom:n:imperf:aff
53451,Bartoszewski,subst:sg:gen:m1
53452,zbrojeniówka,subst:sg:gen:f
53453,niestrawne,subst:sg:gen:n
53454,ROR,subst:sg:nom:m3
53455,Animex,ign
53456,Raptors,ign
53457,raptorsów,ign
53458,globoraptorach,ign
53459,Hakeem,ign
53460,Olajuwon,ign
53461,skoczny,adj:sg:nom:m1:pos
53462,Agim,ign
53463,Arben,ign
53464,Majal,ign
53465,filharmonik,subst:pl:gen:m1
53466,Carmina,ign
53467,Burana,ign
53468,Orff,subst:sg:gen:m1
53469,uwertura,subst:sg:acc:f
53470,niezamożny,subst:sg:nom:m1
53471,Staszewski,subst:sg:nom:m1
53472,czesne,subst:sg:gen:n
53473,bezpłatność,subst:sg:nom:f
53474,KBW,subst:sg:nom:m3
53475,1057,num:pl:nom:m1:rec
53476,1068,num:pl:nom:m1:rec
53477,4344,num:pl:nom:m1:rec
53478,frotem,ign
53479,bąkać,fin:sg:pri:imperf
53480,wzielibyście,ign
53481,palcyma,ign
53482,będziem,ign
53483,Włodarska,subst:pl:gen:f
53484,komedyjka,subst:pl:loc:f
53485,pensjonarka,subst:sg:gen:f
53486,bezwstydnie,adv:pos
53487,Palacha,ign
53488,Ołomuniec,subst:sg:gen:m3
53489,Hradec,ign
53490,Liberec,ign
53491,popularyzować,fin:sg:ter:imperf
53492,pięciorublówka,subst:pl:gen:f
53493,dentystyczny,adj:pl:gen:m1:pos
53494,PNB,subst:sg:nom:m3
53495,RTS,ign
53496,SPN,subst:sg:nom:m3
53497,SSA,ign
53498,Jeleniewo,subst:sg:loc:n
53499,Potaszni,ign
53500,krygować,praet:sg:m1:imperf
53501,strzyżenie,subst:sg:gen:n
53502,kongenialnie,adv:pos
53503,starofrancuski,adj:sg:acc:f:pos
53504,Pathelin,ign
53505,Villona,ign
53506,włeszcie,ign
53507,phóbowałam,ign
53508,wstłętne,ign
53509,zboczenie,subst:sg:nom:n
53510,księgarski,adj:pl:gen:m1:pos
53511,Zechenter,ign
53512,Szujski,subst:sg:gen:m1
53513,Otwinowscy,ign
53514,Broszkiewiczowie,ign
53515,kulać,praet:sg:f:imperf
53516,Mrugacz,ign
53517,Durella,ign
53518,helleński,adj:sg:gen:m1:pos
53519,Pafos,ign
53520,extas,subst:pl:nom:m3
53521,sour,ign
53522,Lilith,ign
53523,erudytka,subst:sg:voc:f
53524,Pedasos,ign
53525,Fortunately,ign
53526,very,ign
53527,short,ign
53528,tell,subst:sg:nom:m3
53529,please,ign
53530,ELAS,ign
53531,reedukacyjny,adj:pl:gen:m1:pos
53532,animą,ign
53533,animus,ign
53534,siostrunia,subst:sg:nom:f
53535,Stelios,ign
53536,Cosa,ign
53537,faja,subst:sg:gen:f
53538,pazzo,ign
53539,szmelc,subst:sg:nom:m3
53540,Ewelinko,ign
53541,zdumiały,adj:sg:nom:f:pos
53542,Gershwin,subst:sg:gen:m1
53543,Porgy,ign
53544,donośny,adj:sg:nom:m1:pos
53545,ścięcie,subst:sg:nom:n
53546,samba,subst:sg:voc:f
53547,pawulon,ign
53548,majspejs,ign
53549,laście,ign
53550,ruchomości,subst:pl:nom:n
53551,867,num:pl:nom:m1:rec
53552,licytant,subst:sg:gen:m1
53553,niefilologiczny,adj:sg:nom:n:pos
53554,trzepak,subst:sg:loc:m3
53555,molekularnie,adv:pos
53556,zauważylo,ign
53557,pozwoloć,ign
53558,spewnością,ign
53559,rad_rez@poczta,ign
53560,przecztałabym,ign
53561,conajwżej,ign
53562,niepowie,ign
53563,niewie,ign
53564,niepopadając,ign
53565,klasyfikacjia,ign
53566,bedziesz,ign
53567,zostacie,ign
53568,WRSP,ign
53569,pertraktować,praet:pl:m1:imperf
53570,stolnica,subst:sg:nom:f
53571,minibiurko,subst:sg:gen:n
53572,ślizg,subst:sg:inst:m3
53573,Gocza,ign
53574,Geły,ign
53575,pobrzmiewać,fin:sg:ter:imperf
53576,Reinfuss,ign
53577,relaksowy,adj:sg:inst:m1:pos
53578,dwustronnie,adv:pos
53579,brzechwa,subst:sg:gen:f
53580,Tokarski,subst:sg:gen:m1
53581,obrończy,adj:sg:acc:f:pos
53582,stokrotnie,adv:pos
53583,Stawar,ign
53584,nowogródzki,adj:sg:nom:m1:pos
53585,wspominkarz,subst:sg:nom:m1
53586,Boguszewski,subst:sg:nom:m1
53587,wtyczkowanie,ign
53588,Hempla,ign
53589,krzyczana,ign
53590,władztwo,subst:sg:nom:n
53591,Kisterowi,ign
53592,niemarksistowski,adj:sg:nom:n:pos
53593,zakulisowy,adj:sg:nom:n:pos
53594,Deutschera,ign
53595,Deutscher,ign
53596,Singerowa,ign
53597,Ponakupywał,ign
53598,frymuśny,adj:sg:acc:f:pos
53599,Donati,ign
53600,Twardoszyna,ign
53601,morderczy,adj:sg:nom:f:pos
53602,1art,ign
53603,boy,subst:sg:gen:m1
53604,sojuszniczka,subst:sg:nom:f
53605,Sołomin,ign
53606,wałęsać,ger:sg:gen:n:imperf:aff
53607,oziębły,adj:sg:nom:n:pos
53608,lokajski,adj:sg:acc:f:pos
53609,Lingslayu,ign
53610,światowiec,subst:sg:gen:m1
53611,lunąć,praet:sg:m1:perf
53612,chlustać,pact:pl:inst:m1:imperf:aff
53613,rozwarty,adj:pl:gen:m1:pos
53614,tytaniczny,adj:sg:nom:n:pos
53615,spojenie,subst:pl:loc:n
53616,radiotelegraf,subst:sg:gen:m3
53617,szpakowaty,adj:sg:nom:m1:pos
53618,rogowe,subst:pl:gen:n
53619,przebąkiwać,imps:imperf
53620,Nizzy,ign
53621,rezerwuar,subst:sg:nom:m3
53622,odkorkowywać,inf:imperf
53623,rozdrażnienie,subst:sg:dat:n
53624,nadbudówka,subst:sg:inst:f
53625,kaszkiet,subst:sg:gen:m3
53626,Maurytanii,ign
53627,bość,pact:sg:inst:m1:imperf:aff
53628,Lingslay,ign
53629,bekijach,ign
53630,nejfesz,ign
53631,oporządzić,ger:sg:gen:n:perf:aff
53632,rab,subst:pl:nom:m1
53633,Eleazar,subst:sg:nom:m1
53634,Cwi,ign
53635,szemr,subst:sg:loc:m3
53636,szames,subst:sg:gen:m1
53637,Ligslay,ign
53638,Lecoq,ign
53639,ceratowy,adj:sg:gen:f:pos
53640,Cite,ign
53641,anglo,ign
53642,Czen,ign
53643,egzaltacja,subst:sg:gen:f
53644,bezcelowy,adj:sg:nom:n:pos
53645,prefekt,subst:sg:nom:m1
53646,gwarliwy,adj:sg:inst:m1:pos
53647,nieprzeliczony,adj:sg:nom:m1:pos
53648,zbałwanić,ppas:sg:nom:f:perf:aff
53649,wydesygnowanie,ign
53650,Denver,subst:sg:nom:m3
53651,Kolorado,subst:sg:nom:f
53652,Kolumbijka,subst:sg:acc:f
53653,Perelta,ign
53654,mora,subst:sg:acc:f
53655,Montero,ign
53656,kiełbasiany,adj:sg:inst:m1:pos
53657,masarnia,subst:sg:nom:f
53658,Dzisko,ign
53659,toksyna,subst:sg:inst:f
53660,Molise,ign
53661,antysejsmiczny,adj:sg:nom:n:pos
53662,PTC,ign
53663,AKS,ign
53664,Bialogard,ign
53665,ZKS,ign
53666,Łęczna,subst:sg:nom:f
53667,umojej,ign
53668,ZIF,ign
53669,zacisk,subst:pl:gen:m3
53670,multirum,subst:sg:gen:m3
53671,multum,subst:sg:nom:n
53672,Kud,ign
53673,biczysko,subst:sg:gen:n
53674,Kopczyński,subst:sg:gen:m1
53675,odespać,inf:perf
53676,pogadywać,ger:sg:nom:n:imperf:aff
53677,męcząco,adv:pos
53678,Sławik,ign
53679,Kantera,ign
53680,chycić,praet:pl:m1:perf
53681,kokot,subst:sg:gen:m2
53682,wręczyciel,subst:sg:nom:m1
53683,nędznie,adv:pos
53684,zżółkły,adj:sg:nom:f:pos
53685,zabiedzić,ppas:sg:gen:m1:perf:aff
53686,fabryczka,subst:sg:gen:f
53687,uwiędły,adj:pl:gen:m1:pos
53688,dezercja,subst:sg:gen:f
53689,rozkołysać,ppas:sg:nom:m1:perf:aff
53690,zapamiętale,adv:pos
53691,Herbstowi,ign
53692,Kurek,subst:sg:nom:m1
53693,ochłoda,subst:sg:gen:f
53694,działon,subst:sg:nom:m3
53695,Cymbaluka,ign
53696,ściernisko,subst:pl:loc:n
53697,kopaczka,subst:sg:gen:f
53698,przygniatać,ppas:sg:nom:f:imperf:aff
53699,pluskawami,ign
53700,siwucha,subst:sg:gen:f
53701,takoż,adv:pos
53702,tuszonka,subst:sg:inst:f
53703,scyzoryk,subst:sg:inst:m3
53704,insza,subst:pl:nom:f
53705,kompot,subst:pl:inst:m3
53706,Popławski,subst:sg:nom:m1
53707,zadychać,praet:sg:m1:imperf
53708,deczko,adv:pos
53709,chmurny,adj:sg:nom:m1:pos
53710,wydziwiać,ger:sg:gen:n:imperf:aff
53711,mużycką,ign
53712,biedniażki,ign
53713,Kaziuk,subst:sg:gen:m1
53714,sybirski,adj:sg:gen:m1:pos
53715,Broś,ign
53716,brzęknąć,praet:sg:m1:perf
53717,przepierać,fin:pl:ter:imperf
53718,nadojeść,praet:pl:m1:perf
53719,bajzla,ign
53720,Lepa,ign
53721,odparzyć,ppas:pl:gen:m1:perf:aff
53722,słowieczko,ign
53723,0d,ign
53724,głóg,subst:sg:gen:m3
53725,jeżyna,subst:pl:gen:f
53726,ostawić,inf:perf
53727,Poleszuk,subst:sg:nom:m1
53728,zaterkotać,praet:pl:m1:perf
53729,Czajkowska,subst:sg:nom:f
53730,Blum,ign
53731,Boznańskiej,ign
53732,Hertericha,ign
53733,Faleński,ign
53734,Morelowski,ign
53735,Olunia,subst:sg:nom:f
53736,Czeszka,subst:sg:nom:f
53737,MNK,ign
53738,rozmglenia,ign
53739,przesłodzić,ppas:sg:nom:m1:perf:aff
53740,Carrière,ign
53741,Comaedia,ign
53742,Cipuś,ign
53743,Cipusiowi,ign
53744,Chmielarczyk,ign
53745,BPP,ign
53746,szturmować,praet:sg:f:imperf
53747,Gradomską,ign
53748,Boznański,subst:pl:gen:m1
53749,Adresse,ign
53750,Auguste,ign
53751,Dax,ign
53752,Famille,ign
53753,Richet,ign
53754,Edynburg,subst:sg:loc:m3
53755,Sainsèrea,ign
53756,Chmielarczyka,ign
53757,szą,ign
53758,Tretera,ign
53759,Messynie,ign
53760,arcyksiążęcy,adj:sg:nom:m1:pos
53761,Edouard,ign
53762,Vuillard,ign
53763,étrangère,ign
53764,galicienne,ign
53765,litografia,subst:sg:gen:f
53766,wierszów,ign
53767,lakoniczny,adj:sg:nom:n:pos
53768,Campagne,ign
53769,Première,ign
53770,pied,ign
53771,terre,ign
53772,Montparnasse,subst:sg:nom:m3
53773,rue,ign
53774,Gerżabek,ign
53775,Velázquez,ign
53776,osnowa,subst:sg:gen:f
53777,rozgrom,subst:sg:gen:m3
53778,zwiędły,adj:sg:nom:m1:pos
53779,konać,fin:sg:ter:imperf
53780,Sarasetego,ign
53781,Schlozera,ign
53782,Mendelssohn,subst:sg:nom:m1
53783,dAlbert,ign
53784,Moszkowski,ign
53785,Schlozer,ign
53786,Sarasate,ign
53787,Liszt,subst:sg:nom:m1
53788,Irokez,subst:pl:gen:m1
53789,rewitalizować,pcon:imperf
53790,STOEN,ign
53791,nigeryjski,adj:sg:nom:n:pos
53792,antynarkotykowy,adj:pl:gen:m1:pos
53793,Kojak,ign
53794,baj,subst:sg:nom:m1
53795,wytrząsnąć,praet:pl:m1:perf
53796,syty,adj:sg:nom:n:pos
53797,masmedia,ign
53798,mirowski,adj:sg:nom:m1:pos
53799,chciem,ign
